Clone0,1,0
Clone0,2,-1
Clone0,3,-1
Clone0,4,1
Clone0,5,1
Clone0,6,1
Clone0,7,0
Clone0,8,1
Clone0,1,0
Clone0,2,-1
Clone0,3,-1
Clone0,4,1
Clone0,5,1
Clone0,6,1
Clone0,7,1
Clone0,8,0
Clone125,1,0
Clone125,2,-1
Clone125,3,0
Clone125,4,0
Clone125,5,0
Clone125,6,1
Clone125,7,0
Clone125,8,1
Clone125,1,0
Clone125,2,-1
Clone125,3,0
Clone125,4,0
Clone125,5,0
Clone125,6,1
Clone125,7,1
Clone125,8,0
Clone125,9,1
Clone125,10,1
Clone138,1,-1
Clone138,2,1
Clone138,3,-1
Clone138,4,1
Clone138,5,1
Clone138,6,1
Clone138,7,1
Clone138,8,1
Clone138,1,0
Clone138,2,-1
Clone138,3,1
Clone138,4,1
Clone138,5,1
Clone138,6,1
Clone138,7,-1
Clone198,1,0
Clone198,2,1
Clone198,3,1
Clone198,4,1
Clone198,5,1
Clone198,6,0
Clone198,1,0
Clone198,2,1
Clone198,3,1
Clone198,4,1
Clone198,5,-1
Clone198,6,0
Clone198,7,-1
Clone198,8,1
Clone240,1,-1
Clone240,2,-1
Clone240,3,1
Clone240,4,1
Clone240,5,1
Clone240,6,1
Clone240,7,1
Clone240,8,1
Clone240,9,1
Clone240,10,0
Clone240,1,-1
Clone240,2,1
Clone240,3,1
Clone240,4,1
Clone240,5,1
Clone240,6,1
Clone240,7,0
Clone307,1,0
Clone307,2,-1
Clone307,3,-1
Clone307,4,1
Clone307,5,1
Clone307,6,1
Clone307,1,0
Clone307,2,1
Clone307,3,1
Clone307,4,1
Clone307,5,0
Clone307,6,-1
Clone307,7,1
Clone307,8,1
Clone307,9,0
Clone307,10,1
Clone363,1,-1
Clone363,2,1
Clone363,3,1
Clone363,4,1
Clone363,5,1
Clone363,6,0
Clone363,7,1
Clone363,8,-1
Clone363,9,1
Clone363,10,1
Clone363,1,-1
Clone363,2,1
Clone363,3,1
Clone363,4,1
Clone363,5,-1
Clone363,6,-1
Clone363,7,-1
Clone370,1,-1
Clone370,2,1
Clone370,3,1
Clone370,4,0
Clone370,5,1
Clone370,6,-1
Clone370,1,-1
Clone370,2,1
Clone370,3,1
Clone370,4,0
Clone370,5,1
Clone399,1,0
Clone399,2,-1
Clone399,3,1
Clone399,4,0
Clone399,5,0
Clone399,6,-1
Clone399,7,0
Clone399,1,0
Clone399,2,1
Clone399,3,1
Clone399,4,1
Clone399,5,1
Clone399,6,1
Clone399,7,0
Clone399,8,-1
Clone557,1,0
Clone557,2,1
Clone557,3,0
Clone557,4,1
Clone557,5,0
Clone557,6,1
Clone557,1,0
Clone557,2,0
Clone557,3,1
Clone557,4,1
Clone557,5,0
Clone557,6,1
Clone557,7,1
Clone557,8,0
Clone557,9,-1
Clone557,10,1
Clone558,1,0
Clone558,2,1
Clone558,3,1
Clone558,4,1
Clone558,5,1
Clone558,6,1
Clone558,1,0
Clone558,2,1
Clone558,3,1
Clone558,4,1
Clone558,5,1
Clone558,6,1
Clone558,7,1
Clone558,8,0
Clone558,9,0
Clone558,10,-1
Clone561,1,0
Clone561,2,1
Clone561,3,1
Clone561,4,1
Clone561,5,1
Clone561,6,1
Clone561,7,1
Clone561,1,0
Clone561,2,1
Clone561,3,1
Clone561,4,1
Clone561,5,1
Clone561,6,1
Clone561,7,1
Clone561,8,0
Clone561,9,0
Clone561,10,-1
Clone612,1,-1
Clone612,2,1
Clone612,3,1
Clone612,4,1
Clone612,5,1
Clone612,6,1
Clone612,7,1
Clone612,8,1
Clone612,9,0
Clone612,10,0
Clone612,1,-1
Clone612,2,1
Clone612,3,1
Clone612,4,1
Clone612,5,-1
Clone612,6,-1
Clone633,1,-1
Clone633,2,1
Clone633,3,1
Clone633,4,1
Clone633,5,1
Clone633,6,-1
Clone633,7,1
Clone633,8,1
Clone633,9,-1
Clone633,10,-1
Clone633,1,-1
Clone633,2,0
Clone633,3,0
Clone633,4,0
Clone633,5,0
Clone633,6,0
Clone633,7,1
Clone633,8,1
Clone633,9,0
Clone633,10,0
Clone671,1,0
Clone671,2,-1
Clone671,3,1
Clone671,4,1
Clone671,5,1
Clone671,6,-1
Clone671,7,-1
Clone671,1,0
Clone671,2,0
Clone671,3,0
Clone671,4,-1
Clone687,1,0
Clone687,2,1
Clone687,3,1
Clone687,4,1
Clone687,5,1
Clone687,6,1
Clone687,7,1
Clone687,1,0
Clone687,2,1
Clone687,3,1
Clone687,4,1
Clone687,5,0
Clone687,6,1
Clone687,7,1
Clone687,8,1
Clone701,1,0
Clone701,2,0
Clone701,3,0
Clone701,4,1
Clone701,5,1
Clone701,6,1
Clone701,7,1
Clone701,8,1
Clone701,9,1
Clone701,1,1
Clone701,2,1
Clone701,3,-1
Clone701,4,1
Clone701,5,1
Clone701,6,1
Clone701,7,1
Clone711,1,0
Clone711,2,0
Clone711,3,-1
Clone711,4,1
Clone711,5,0
Clone711,1,0
Clone711,2,0
Clone711,3,0
Clone711,4,-1
Clone711,5,1
Clone711,6,0
Clone738,1,0
Clone738,2,1
Clone738,3,1
Clone738,4,1
Clone738,5,1
Clone738,6,1
Clone738,7,1
Clone738,8,1
Clone738,9,1
Clone738,1,0
Clone738,2,1
Clone738,3,1
Clone738,4,1
Clone738,5,1
Clone738,6,1
Clone738,7,1
Clone738,8,1
Clone738,9,1
Clone738,10,-1
Clone758,1,-1
Clone758,2,1
